id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,text_to_embed
27152,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt,productDisplayName: Mark Taylor Men Striped Blue Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Summer | year: 2012 | usage: Formal
14511,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,productDisplayName: Mark Taylor Men Blue Striped Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Fall | year: 2011 | usage: Formal
5392,Unisex,Footwear,Shoes,Sports Shoes,White,,2011.0,Sports,Kalenji Crossport 100 Whi/champ,productDisplayName: Kalenji Crossport 100 Whi/champ | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Unisex | year: 2011 | usage: Sports
5387,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Kalenji Kapteren 50 Black Pink,productDisplayName: Kalenji Kapteren 50 Black Pink | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Unisex | season: Summer | year: 2011 | usage: Sports
55785,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2014.0,Casual,Converse Men Navy Casual Shoes,productDisplayName: Converse Men Navy Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Navy Blue | gender: Men | season: Spring | year: 2014 | usage: Casual
37610,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Madagascar3 Girls Pink Printed T-Shirt,productDisplayName: Madagascar3 Girls Pink Printed T-Shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Pink | gender: Girls | season: Summer | year: 2012 | usage: Casual
41730,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Catwalk Women White Heels,productDisplayName: Catwalk Women White Heels | articleType: Heels | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Women | season: Winter | year: 2012 | usage: Casual
12977,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Marathon Black Sports Shoes,productDisplayName: ADIDAS Men Marathon Black Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Sports
28681,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Printed T-shirt,productDisplayName: Proline Men Blue Printed T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Summer | year: 2012 | usage: Casual
19335,Men,Apparel,Topwear,Jackets,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Jacket,productDisplayName: United Colors of Benetton Men Solid White Jacket | articleType: Jackets | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Fall | year: 2011 | usage: Casual
15061,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoe,productDisplayName: Franco Leone Men Black Formal Shoe | articleType: Formal Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2013 | usage: Formal
5180,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Batman Men's Detective Black T-shirt,productDisplayName: Batman Men's Detective Black T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2011 | usage: Casual
26526,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013.0,Casual,Gas Men Freetime Black Casual Shoes,productDisplayName: Gas Men Freetime Black Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Spring | year: 2013 | usage: Casual
34404,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Surf Black T-shirt,productDisplayName: Myntra Men Surf Black T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
23976,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Blue Striped Shirt,productDisplayName: Peter England Men Blue Striped Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Fall | year: 2011 | usage: Formal
3916,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Urban Yoga Men's Breathe Grey T-shirt,productDisplayName: Urban Yoga Men's Breathe Grey T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Grey | gender: Men | season: Summer | year: 2011 | usage: Casual
34069,Women,Footwear,Shoes,Flats,Black,Fall,2012.0,Formal,Clarks Women Black Leather Flat Shoes,productDisplayName: Clarks Women Black Leather Flat Shoes | articleType: Flats | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Women | season: Fall | year: 2012 | usage: Formal
12138,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Solid Green Kurtas,productDisplayName: Aurelia Women Solid Green Kurtas | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Women | season: Fall | year: 2011 | usage: Ethnic
17016,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,Rocia Women Casual White Sandal,productDisplayName: Rocia Women Casual White Sandal | articleType: Flats | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Women | season: Winter | year: 2012 | usage: Casual
6890,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Forever New Women's White Blue Printed Top,productDisplayName: Forever New Women's White Blue Printed Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Summer | year: 2011 | usage: Casual
50755,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Chief Men Black Sandals,productDisplayName: Red Chief Men Black Sandals | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Black | gender: Men | season: Winter | year: 2018 | usage: Casual
13979,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Jiff Black Sandals,productDisplayName: Puma Men Jiff Black Sandals | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Casual
22857,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes,productDisplayName: Woodland Men Khaki Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Khaki | gender: Men | season: Summer | year: 2012 | usage: Casual
41771,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Remanika Women Striped Green Top,productDisplayName: Remanika Women Striped Green Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Women | season: Summer | year: 2012 | usage: Casual
14093,Men,Apparel,Topwear,Tshirts,Red,Winter,2016.0,Casual,Flying Machine Men Stripes Red Tshirts,productDisplayName: Flying Machine Men Stripes Red Tshirts | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Men | season: Winter | year: 2016 | usage: Casual
5835,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Women's Birds White T-shirt,productDisplayName: ADIDAS Women's Birds White T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Summer | year: 2011 | usage: Casual
41586,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Basics Men White Striped Shirt,productDisplayName: Basics Men White Striped Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Summer | year: 2012 | usage: Casual
57484,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,ID Men Black & White Sandals,productDisplayName: ID Men Black & White Sandals | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Black | gender: Men | season: Fall | year: 2012 | usage: Casual
21451,Women,Apparel,Topwear,Tshirts,Green,Winter,2012.0,Casual,Roxy Women Green Graphic Printed T-Shirt,productDisplayName: Roxy Women Green Graphic Printed T-Shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Women | season: Winter | year: 2012 | usage: Casual
38765,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Printed Green T-shirt,productDisplayName: Gini and Jony Boys Printed Green T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Boys | season: Summer | year: 2012 | usage: Casual
48102,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,French Connection Women Red Striped Top,productDisplayName: French Connection Women Red Striped Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Women | season: Summer | year: 2012 | usage: Casual
50899,Women,Apparel,Saree,Sarees,Beige,Fall,2012.0,Ethnic,Prafful Beige & Purple Printed Sari,productDisplayName: Prafful Beige & Purple Printed Sari | articleType: Sarees | subCategory: Saree | masterCategory: Apparel | baseColour: Beige | gender: Women | season: Fall | year: 2012 | usage: Ethnic
24061,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Locomotive Men Light Brown Striped T-shirt,productDisplayName: Locomotive Men Light Brown Striped T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Brown | gender: Men | season: Summer | year: 2012 | usage: Casual
19789,Men,Apparel,Topwear,Tshirts,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt,productDisplayName: U.S. Polo Assn. Men Solid Orange Tshirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Orange | gender: Men | season: Winter | year: 2016 | usage: Casual
38563,Men,Apparel,Bottomwear,Shorts,Orange,Summer,2012.0,Casual,Nike Men Orange & Charcoal Shorts,productDisplayName: Nike Men Orange & Charcoal Shorts | articleType: Shorts | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Orange | gender: Men | season: Summer | year: 2012 | usage: Casual
42543,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,Mother Earth Women Rust Kurta,productDisplayName: Mother Earth Women Rust Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Rust | gender: Women | season: Summer | year: 2012 | usage: Ethnic
7143,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers For Her Women Light Work Blue Shirts,productDisplayName: Scullers For Her Women Light Work Blue Shirts | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Women | season: Fall | year: 2011 | usage: Casual
5361,Men,Footwear,Shoes,Sports Shoes,Black,,2011.0,Sports,Kipsta F300 Fg Sr Ah09,productDisplayName: Kipsta F300 Fg Sr Ah09 | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | year: 2011 | usage: Sports
32383,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Arrow Woman Black Top,productDisplayName: Arrow Woman Black Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Women | season: Summer | year: 2012 | usage: Casual
43379,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Reebok Men White Mamba Casual Shoes,productDisplayName: Reebok Men White Mamba Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Men | season: Summer | year: 2012 | usage: Casual
10747,Unisex,Footwear,Sandal,Sandals,Pink,Winter,2012.0,Casual,Disney Unisex Kids Daisy Pink Sandals,productDisplayName: Disney Unisex Kids Daisy Pink Sandals | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Pink | gender: Unisex | season: Winter | year: 2012 | usage: Casual
21873,Boys,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Chhota Bheem Kids Boys Lets Rock Green T-shirt,productDisplayName: Chhota Bheem Kids Boys Lets Rock Green T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Boys | season: Fall | year: 2011 | usage: Casual
22571,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Highlander Men Black Check Shirt,productDisplayName: Highlander Men Black Check Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Casual
14876,Women,Apparel,Bottomwear,Stockings,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Stockings,productDisplayName: United Colors of Benetton Women Solid Grey Stockings | articleType: Stockings | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Grey | gender: Women | season: Summer | year: 2011 | usage: Casual
13738,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Belmonte Men Check Green Shirts,productDisplayName: Belmonte Men Check Green Shirts | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Men | season: Fall | year: 2011 | usage: Casual
47080,Women,Apparel,Bottomwear,Patiala,Mustard,Fall,2012.0,Ethnic,Shree Women Mustard & Green Patiala,productDisplayName: Shree Women Mustard & Green Patiala | articleType: Patiala | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Mustard | gender: Women | season: Fall | year: 2012 | usage: Ethnic
35707,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Renzo Black Shoes,productDisplayName: Nike Men Renzo Black Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
51756,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Shoes,productDisplayName: Catwalk Women Blue Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Blue | gender: Women | season: Winter | year: 2015 | usage: Casual
26806,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2013.0,Formal,Arrow Men Charcoal Flat Front Trousers,productDisplayName: Arrow Men Charcoal Flat Front Trousers | articleType: Trousers | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Charcoal | gender: Men | season: Summer | year: 2013 | usage: Formal
27212,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Doodle Kids Boy Striped Blue Shirt,productDisplayName: Doodle Kids Boy Striped Blue Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Summer | year: 2012 | usage: Casual
20004,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,United Colors of Benetton Men Printed Beige TShirt,productDisplayName: United Colors of Benetton Men Printed Beige TShirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Beige | gender: Men | season: Summer | year: 2011 | usage: Casual
45534,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Fila Men White T-shirt,productDisplayName: Fila Men White T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Summer | year: 2012 | usage: Casual
2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,ADIDAS Mens Classic Green Polo T-shirt,productDisplayName: ADIDAS Mens Classic Green Polo T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Men | season: Fall | year: 2010 | usage: Sports
13835,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Sports,Nike Men Solid Black Jackets,productDisplayName: Nike Men Solid Black Jackets | articleType: Jackets | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Sports
7815,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Striped Polo T-shirt,productDisplayName: Proline Men Black Striped Polo T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Casual
28806,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Denizen Men Check Black Shirt,productDisplayName: Denizen Men Check Black Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
4653,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,ADIDAS Men Cherokee Black Grey Sandal,productDisplayName: ADIDAS Men Cherokee Black Grey Sandal | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2011 | usage: Casual
33328,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Arrow New York Men Grey Slim Fit Shirt,productDisplayName: Arrow New York Men Grey Slim Fit Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Grey | gender: Men | season: Summer | year: 2012 | usage: Casual
6817,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,Timberland Men Blue Thong Flip Flops,productDisplayName: Timberland Men Blue Thong Flip Flops | articleType: Flip Flops | subCategory: Flip Flops | masterCategory: Footwear | baseColour: Blue | gender: Men | season: Summer | year: 2011 | usage: Casual
28614,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Ruckus Grey Sports Shoes,productDisplayName: Nike Men Ruckus Grey Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Grey | gender: Men | season: Summer | year: 2012 | usage: Sports
22139,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Provogue Men Black Formal Shoes,productDisplayName: Provogue Men Black Formal Shoes | articleType: Formal Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2011 | usage: Formal
20201,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Wrangler Men Seattle Glow White Sweatshirt,productDisplayName: Wrangler Men Seattle Glow White Sweatshirt | articleType: Sweatshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Fall | year: 2011 | usage: Casual
3476,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Men's Fresh Blue Sleeveless T-shirt,productDisplayName: ADIDAS Men's Fresh Blue Sleeveless T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Fall | year: 2010 | usage: Sports
57161,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Elle Women Pink Essentials Top,productDisplayName: Elle Women Pink Essentials Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Pink | gender: Women | season: Summer | year: 2012 | usage: Casual
17836,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,2011.0,Casual,Nike Women Solarsoft Thong Pink Slipper,productDisplayName: Nike Women Solarsoft Thong Pink Slipper | articleType: Flip Flops | subCategory: Flip Flops | masterCategory: Footwear | baseColour: Pink | gender: Women | season: Fall | year: 2011 | usage: Casual
4921,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Girl's Viona Pack of 3 Tee Kidswear,productDisplayName: Gini and Jony Girl's Viona Pack of 3 Tee Kidswear | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Summer | year: 2011 | usage: Casual
23863,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men White Galaxy Elite Sports Shoes,productDisplayName: ADIDAS Men White Galaxy Elite Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Men | season: Fall | year: 2011 | usage: Sports
53000,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,productDisplayName: FNF Multi Coloured Printed Sari | articleType: Sarees | subCategory: Saree | masterCategory: Apparel | baseColour: Multi | gender: Women | season: Fall | year: 2012 | usage: Ethnic
5666,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Men's Beer Addict Green T-shirt,productDisplayName: Tantra Men's Beer Addict Green T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Men | season: Summer | year: 2011 | usage: Casual
22190,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Light Brown Casual Shoes,productDisplayName: Timberland Men Light Brown Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Fall | year: 2012 | usage: Casual
5755,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Jealous 21 Women Pink Graphic Top,productDisplayName: Jealous 21 Women Pink Graphic Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Pink | gender: Women | season: Summer | year: 2011 | usage: Casual
41315,Women,Apparel,Bottomwear,Leggings,Navy Blue,Summer,2012.0,Ethnic,Aurelia Women Navy Blue Leggings,productDisplayName: Aurelia Women Navy Blue Leggings | articleType: Leggings | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Women | season: Summer | year: 2012 | usage: Ethnic
59982,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black & Cream Dress,productDisplayName: Avirate Black & Cream Dress | articleType: Dresses | subCategory: Dress | masterCategory: Apparel | baseColour: Black | gender: Women | season: Fall | year: 2012 | usage: Casual
12346,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Formal,Reebok Women Grey Solid V-Neck T-shirt,productDisplayName: Reebok Women Grey Solid V-Neck T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Grey | gender: Women | season: Fall | year: 2011 | usage: Formal
32841,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Grendha Women Jola Cigana Gold Flats,productDisplayName: Grendha Women Jola Cigana Gold Flats | articleType: Heels | subCategory: Shoes | masterCategory: Footwear | baseColour: Gold | gender: Women | season: Winter | year: 2012 | usage: Casual
18758,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,Arrow Woman Bling Black Dress,productDisplayName: Arrow Woman Bling Black Dress | articleType: Dresses | subCategory: Dress | masterCategory: Apparel | baseColour: Black | gender: Women | season: Fall | year: 2011 | usage: Casual
14944,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Status Quo Men Stripes Blue Tshirts,productDisplayName: Status Quo Men Stripes Blue Tshirts | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Fall | year: 2011 | usage: Casual
12513,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes,productDisplayName: Red Tape Men Brown Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Winter | year: 2018 | usage: Casual
40949,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Around the World White T-shirt,productDisplayName: Gini and Jony Boys Around the World White T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Boys | season: Summer | year: 2012 | usage: Casual
43074,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Sports,Nike Womens Black Capris,productDisplayName: Nike Womens Black Capris | articleType: Capris | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Black | gender: Women | season: Summer | year: 2012 | usage: Sports
6477,Men,Apparel,Topwear,Jackets,White,Summer,2011.0,Casual,ADIDAS Men Top White Jacket,productDisplayName: ADIDAS Men Top White Jacket | articleType: Jackets | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Summer | year: 2011 | usage: Casual
43313,Women,Apparel,Topwear,Sweaters,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Sweater,productDisplayName: United Colors of Benetton Women Blue Sweater | articleType: Sweaters | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Women | season: Summer | year: 2012 | usage: Casual
15324,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Sports,Nike Men Printed White Sweatshirts,productDisplayName: Nike Men Printed White Sweatshirts | articleType: Sweatshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Fall | year: 2011 | usage: Sports
55624,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Numero Uno Men Black Formal Shoes,productDisplayName: Numero Uno Men Black Formal Shoes | articleType: Formal Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Formal
25570,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Trimax White Sports Shoes,productDisplayName: Fila Men Trimax White Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Men | season: Summer | year: 2012 | usage: Sports
47087,Boys,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2012.0,Casual,Marvel Boys Yellow Flip Flops,productDisplayName: Marvel Boys Yellow Flip Flops | articleType: Flip Flops | subCategory: Flip Flops | masterCategory: Footwear | baseColour: Yellow | gender: Boys | season: Fall | year: 2012 | usage: Casual
37280,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Tantra Women Blue Facebook T-shirt,productDisplayName: Tantra Women Blue Facebook T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Women | season: Summer | year: 2012 | usage: Casual
25520,Girls,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Doodle Kids Girls City Chic White Top,productDisplayName: Doodle Kids Girls City Chic White Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Girls | season: Fall | year: 2011 | usage: Casual
24551,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Diva Women Blue Printed Kurta,productDisplayName: Diva Women Blue Printed Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Women | season: Fall | year: 2011 | usage: Ethnic
40146,Girls,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Gini and Jony Girls Elasticated Black Capris,productDisplayName: Gini and Jony Girls Elasticated Black Capris | articleType: Capris | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Black | gender: Girls | season: Summer | year: 2012 | usage: Casual
28874,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,BIBA Women Printed Blue Kurta,productDisplayName: BIBA Women Printed Blue Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Women | season: Summer | year: 2012 | usage: Ethnic
56692,Men,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Fabindia Men Navy Blue Kurta,productDisplayName: Fabindia Men Navy Blue Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Summer | year: 2012 | usage: Ethnic
36208,Boys,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Gini Jony Boys Black Jacket,productDisplayName: Gini Jony Boys Black Jacket | articleType: Jackets | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Boys | season: Summer | year: 2012 | usage: Casual
